artist,song,e_label,v_label,youtube_link
Gabriella Cilmi,Sweet About Me,2.0,1.0,https://youtube.com/watch?v=qvuyYj5ROmk
Jack White,Another Way to Die,2.0,1.0,https://youtube.com/watch?v=hM5UJvnbbuY
Plies,Hypnotized (feat. Akon),1.0,1.0,https://youtube.com/watch?v=7LZgSUNnnrw
The Pussycat Dolls,I Hate This Part,1.0,1.0,https://youtube.com/watch?v=S97MaG3kOMY
Sean Kingston,Take You There,2.0,1.0,https://youtube.com/watch?v=axq1jQTk84w
Natasha Bedingfield,Pocketful of Sunshine,2.0,2.0,https://youtube.com/watch?v=gte3BoXKwP0
The Offspring,"You're Gonna Go Far, Kid",2.0,1.0,https://youtube.com/watch?v=ql9-82oV2JE
Kanye West,Homecoming,2.0,2.0,https://youtube.com/watch?v=LQ488QrqGE4
Estelle,American Boy,2.0,1.0,https://youtube.com/watch?v=Ic5vxw3eijY
Saving Abel,Addicted,2.0,1.0,https://youtube.com/watch?v=Z-ChyVXzbjA
Pendulum,Propane Nightmares,2.0,0.0,https://youtube.com/watch?v=04QpInkz9so
The Game,My Life,2.0,1.0,https://youtube.com/watch?v=udxZ9zkDzpo
Danity Kane,Damaged,1.0,2.0,https://youtube.com/watch?v=P8IBg0mVJ5Y
P!nk,So What,2.0,1.0,https://youtube.com/watch?v=FJfFZqTlWrQ
Kanye West,Love Lockdown,1.0,0.0,https://youtube.com/watch?v=HZwMX6T5Jhk
Gym Class Heroes,Cookie Jar (feat. The-Dream),2.0,1.0,https://youtube.com/watch?v=HrjRj4uQQ1o
M.I.A.,Paper Planes,2.0,1.0,https://youtube.com/watch?v=ewRjZoRtu0Y
3 Doors Down,It's Not My Time,2.0,0.0,https://youtube.com/watch?v=qpfhcljJ9bQ
Kylie Minogue,Wow,2.0,2.0,https://youtube.com/watch?v=wL2HKKrY7sM
Mariah Carey,Touch My Body,1.0,2.0,https://youtube.com/watch?v=9b8erWuBA44
MGMT,Kids,2.0,0.0,https://youtube.com/watch?v=fe4EK4HSPkI
The Ting Tings,Shut Up and Let Me Go,2.0,2.0,https://youtube.com/watch?v=tolm-07if3c
Lil Wayne,Got Money,1.0,2.0,https://youtube.com/watch?v=1ohYsK5Y8Dc
Santana,Into the Night (feat. Chad Kroeger),2.0,1.0,https://youtube.com/watch?v=fQ9nQNx0KEs
The-Dream,I Luv Your Girl,0.0,0.0,https://youtube.com/watch?v=77E4sRtJ-b4
Wiley,Wearing My Rolex - Radio Edit,2.0,2.0,https://youtube.com/watch?v=3omD64TnaAE
Usher,Love in This Club (feat. Young Jeezy),2.0,1.0,https://youtube.com/watch?v=cB5e0zHRzHc
Sam Sparro,Black & Gold - Radio Edit,2.0,1.0,https://youtube.com/watch?v=SOxzUbczEDk
"H ""two"" O",What's It Gonna Be (feat. Platnum),2.0,2.0,https://youtube.com/watch?v=f_D-8G2eRC4
The Ting Tings,That's Not My Name,2.0,2.0,https://youtube.com/watch?v=v1c2OfAzDTI
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",2.0,2.0,https://youtube.com/watch?v=X_yyDbsNUWQ
James Morrison,Broken Strings,2.0,0.0,https://youtube.com/watch?v=26PAgklYYvo
Leona Lewis,Run,1.0,0.0,https://youtube.com/watch?v=jqpAgMxhx30
Metro Station,Shake It,2.0,2.0,https://youtube.com/watch?v=_wjFahULCK8
T.I.,Whatever You Like,2.0,1.0,https://youtube.com/watch?v=nQJACVmankY
Trey Songz,Can't Help but Wait,2.0,1.0,https://youtube.com/watch?v=iF_JBlSh_G8
OneRepublic,Stop And Stare,2.0,0.0,https://youtube.com/watch?v=HtNS1afUOnE
Alexandra Burke,Hallelujah,1.0,0.0,https://youtube.com/watch?v=qSgsW9GLerA
Mary J. Blige,Just Fine,2.0,1.0,https://youtube.com/watch?v=G6ZjBPXSmnE
Jordin Sparks,One Step At a Time,2.0,2.0,https://youtube.com/watch?v=PIE5QtkxzvM
Coldplay,Viva La Vida,1.0,1.0,https://youtube.com/watch?v=dvgZkm1xWPE
Kings of Leon,Sex on Fire,2.0,1.0,https://youtube.com/watch?v=RF0HhrwIwp0
Kanye West,Good Life,2.0,1.0,https://youtube.com/watch?v=FEKEjpTzB0Q
Duffy,Mercy,2.0,2.0,https://youtube.com/watch?v=y7ZEVA5dy-Y
David Archuleta,Crush,1.0,1.0,https://youtube.com/watch?v=6J1-eYBbspA
J. Holiday,Suffocate - Superclean,1.0,1.0,https://youtube.com/watch?v=umVu7VG_8aA
Gavin DeGraw,In Love With a Girl,2.0,2.0,https://youtube.com/watch?v=3of_EN0XpxI
Jordin Sparks,Tattoo,2.0,1.0,https://youtube.com/watch?v=EspCzgXH0o0
Coldplay,Violet Hill,1.0,0.0,https://youtube.com/watch?v=IakDItZ7f7Q
Ray J,Sexy Can I feat. Yung Berg,2.0,2.0,https://youtube.com/watch?v=YeVOnHce37Y
Jennifer Hudson,Spotlight,2.0,1.0,https://youtube.com/watch?v=p9qtRcHJVI8
John Legend,Green Light (feat. André 3000),2.0,2.0,https://youtube.com/watch?v=o-AbEO6J8s0
Jonas Brothers,Burnin' Up,2.0,2.0,https://youtube.com/watch?v=5KNEZJ6KkLI
Lupe Fiasco,Superstar (feat. Matthew Santos),2.0,1.0,https://youtube.com/watch?v=hVkBlsgthLg
Chris Brown,Forever,2.0,1.0,https://youtube.com/watch?v=5sMKX22BHeE
Adele,Chasing Pavements,1.0,0.0,https://youtube.com/watch?v=08DjMT-qR9g
Leona Lewis,Better in Time,2.0,1.0,https://youtube.com/watch?v=qSxyffSB7wA
Fergie,Clumsy,1.0,1.0,https://youtube.com/watch?v=tf_gPZSDIxI
T-Pain,Can't Believe It (feat. Lil' Wayne),1.0,0.0,https://youtube.com/watch?v=kWBE0sQC5L8
Black Eyed Peas,I Gotta Feeling,2.0,1.0,https://youtube.com/watch?v=uSD4vsh1zDA
Lady Gaga,Poker Face,2.0,2.0,https://youtube.com/watch?v=bESGLojNYSo
Beyoncé,Halo,2.0,1.0,https://youtube.com/watch?v=bnVUHWCynig
David Guetta,Sexy Bitch (feat. Akon),1.0,2.0,https://youtube.com/watch?v=mIIN_SGQy9c
Flo Rida,Right Round,2.0,2.0,https://youtube.com/watch?v=CcCw1ggftuQ
Taylor Swift,Love Story,2.0,0.0,https://youtube.com/watch?v=8xg3vE8Ie_E
Pitbull,Hotel Room Service,1.0,2.0,https://youtube.com/watch?v=2up_Eq6r6Ko
Britney Spears,Circus,2.0,2.0,https://youtube.com/watch?v=lVhJ_A8XUgc
Lady Gaga,LoveGame,2.0,2.0,https://youtube.com/watch?v=1mB0tP1I-14
Skillet,Monster,2.0,2.0,https://youtube.com/watch?v=1mjlM_RnsVE
The Prodigy,Omen,2.0,1.0,https://youtube.com/watch?v=xMVTKOoy1uk
Black Eyed Peas,Meet Me Halfway,1.0,1.0,https://youtube.com/watch?v=I7HahVwYpwo
Kanye West,Heartless,1.0,1.0,https://youtube.com/watch?v=Co0tTeuUVhU
Kid Cudi,Day 'N' Nite (Nightmare),1.0,2.0,https://youtube.com/watch?v=a7ZcDNys3ZU
Lady Gaga,Just Dance,2.0,2.0,https://youtube.com/watch?v=2Abk1jAONjw
Britney Spears,If U Seek Amy,1.0,1.0,https://youtube.com/watch?v=0aEnnH6t8Ts
Pitbull,I Know You Want Me (Calle Ocho),2.0,2.0,https://youtube.com/watch?v=hFoxg4IFtqc
Mariah Carey,Obsessed,1.0,1.0,https://youtube.com/watch?v=H1Yt0xJKDY8
Beyoncé,Sweet Dreams,2.0,2.0,https://youtube.com/watch?v=JlxByc0-V40
Agnes,Release Me,2.0,2.0,https://youtube.com/watch?v=keYXzDh5JEQ
Black Eyed Peas,Boom Boom Pow,2.0,1.0,https://youtube.com/watch?v=4m48GqaOz90
Shakira,She Wolf,2.0,2.0,https://youtube.com/watch?v=booKP974B0k
Lady Gaga,Paparazzi,2.0,1.0,https://youtube.com/watch?v=d2smz_1L2_0
JAY-Z,Empire State Of Mind,2.0,2.0,https://youtube.com/watch?v=vk6014HuxcE
OneRepublic,All The Right Moves,2.0,1.0,https://youtube.com/watch?v=qrOeGCJdZe4
Jeremih,Birthday Sex,1.0,1.0,https://youtube.com/watch?v=vYMxOzxKYYo
Cascada,Evacuate The Dancefloor,2.0,2.0,https://youtube.com/watch?v=A68j28KQaik
Linkin Park,New Divide,2.0,1.0,https://youtube.com/watch?v=ysSxxIqKNN0
Kevin Rudolf,Let It Rock,2.0,1.0,https://youtube.com/watch?v=u0n4eMGXAyk
JAY-Z,Run This Town,2.0,1.0,https://youtube.com/watch?v=EeE7CfNs7Js
Lady Gaga,Bad Romance,2.0,2.0,https://youtube.com/watch?v=qrO4YZeyl0I
T.I.,Live Your Life,2.0,1.0,https://youtube.com/watch?v=koVHN6eO4Xg
Eminem,We Made You,2.0,2.0,https://youtube.com/watch?v=RSdKmX2BH7o
Dizzee Rascal,Bonkers,2.0,2.0,https://youtube.com/watch?v=ISy0Hl0SBfg
Ciara,Love Sex Magic (feat. Justin Timberlake),1.0,2.0,https://youtube.com/watch?v=raB8z_tXq7A
Rihanna,Russian Roulette,1.0,0.0,https://youtube.com/watch?v=ZQ2nCGawrSY
Soulja Boy,Turn My Swag On,2.0,1.0,https://youtube.com/watch?v=9yRme0C2pmI
The xx,Intro,2.0,0.0,https://youtube.com/watch?v=i9SznpVAack
Jay Sean,Down,2.0,2.0,https://youtube.com/watch?v=oUbpGmR1-QM
Keri Hilson,Turnin Me On - Original Dirty,1.0,0.0,https://youtube.com/watch?v=3GjAvoku_64
David Guetta,When Love Takes Over (feat. Kelly Rowland),2.0,1.0,https://youtube.com/watch?v=zudbz4hOcbc
Cheryl,Fight For This Love,2.0,2.0,https://youtube.com/watch?v=4umc87T5UMs
Soulja Boy,Kiss Me Thru The Phone,2.0,2.0,https://youtube.com/watch?v=47Fbo4kU2AU
Eminem,Crack A Bottle,2.0,1.0,https://youtube.com/watch?v=_wN3wl473M0
P!nk,Sober,2.0,1.0,https://youtube.com/watch?v=z4VBz8boags
Tinchy Stryder,Number 1,2.0,2.0,https://youtube.com/watch?v=LJsVDH-3b3Y
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",2.0,1.0,https://youtube.com/watch?v=RPV8c3Q4D8U
JLS,Beat Again - Radio Edit,2.0,2.0,https://youtube.com/watch?v=9N6NC2ROctE
3OH!3,DONTTRUSTME,2.0,1.0,https://youtube.com/watch?v=mdB3Oyd5HtU
A.R. Rahman,Jai Ho! (You Are My Destiny),2.0,2.0,https://youtube.com/watch?v=Yc5OyXmHD0w
The Pussycat Dolls,I Hate This Part,1.0,1.0,https://youtube.com/watch?v=S97MaG3kOMY
Akon,Beautiful,2.0,1.0,https://youtube.com/watch?v=rSOzN0eihsE
Alexandra Burke,Bad Boys (feat. Flo Rida),2.0,1.0,https://youtube.com/watch?v=qFhvFzCRfiw
Mario,Break Up,1.0,1.0,https://youtube.com/watch?v=wxiugsEhm3I
Drake,Forever,2.0,1.0,https://youtube.com/watch?v=eDuRoPIOBjE
Selena Gomez & The Scene,Naturally,2.0,2.0,https://youtube.com/watch?v=a_YR4dKArgo
Kanye West,Love Lockdown,1.0,0.0,https://youtube.com/watch?v=HZwMX6T5Jhk
The Veronicas,Untouched,2.0,1.0,https://youtube.com/watch?v=ykW4rtW2eu0
Fabolous,Throw It In The Bag,1.0,2.0,https://youtube.com/watch?v=zJOeXh6HyvU
Jason Derulo,Whatcha Say,2.0,2.0,https://youtube.com/watch?v=pBI3lc18k8Q
Lily Allen,Not Fair,2.0,2.0,https://youtube.com/watch?v=fUYaosyR4bE
T.I.,Dead And Gone,2.0,1.0,https://youtube.com/watch?v=6mEx9FtuN0k
Sean Kingston,Fire Burning,2.0,2.0,https://youtube.com/watch?v=YkyhvCdJ_vM
Empire of the Sun,Walking On A Dream,2.0,2.0,https://youtube.com/watch?v=eimgRedLkkU
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),2.0,1.0,https://youtube.com/watch?v=Ix5z1bRz4Sc
Nickelback,If Today Was Your Last Day,2.0,1.0,https://youtube.com/watch?v=lrXIQQ8PeRs
La Roux,Bulletproof,2.0,2.0,https://youtube.com/watch?v=Kk8eJh4i8Lo
Kasabian,Fire,2.0,0.0,https://youtube.com/watch?v=agVpq_XXRmU
Calvin Harris,I'm Not Alone - Radio Edit,2.0,1.0,https://youtube.com/watch?v=wkczQYC_8TQ
Justin Bieber,One Time,2.0,2.0,https://youtube.com/watch?v=CHVhwcOg6y8
Jamie Foxx,Blame It,1.0,1.0,https://youtube.com/watch?v=rfjtpp90lu8
La Roux,In For The Kill,2.0,2.0,https://youtube.com/watch?v=tXtATeQ7GKg
Muse,Uprising,2.0,1.0,https://youtube.com/watch?v=w8KQmps-Sog
Nickelback,Gotta Be Somebody,2.0,0.0,https://youtube.com/watch?v=Q0VRj2uw9L0
James Morrison,Broken Strings,2.0,0.0,https://youtube.com/watch?v=26PAgklYYvo
T.I.,Whatever You Like,2.0,1.0,https://youtube.com/watch?v=nQJACVmankY
Dizzee Rascal,Holiday,2.0,2.0,https://youtube.com/watch?v=ANE9A5osUes
Beyoncé,Single Ladies (Put a Ring on It),1.0,0.0,https://youtube.com/watch?v=4m1EFMoRFvY
Boys Like Girls,Love Drunk,2.0,1.0,https://youtube.com/watch?v=o0c-kC8xZ-I
The-Dream,Rockin' That Shit,1.0,1.0,https://youtube.com/watch?v=lcmheWK5fQw
OneRepublic,Secrets,2.0,1.0,https://youtube.com/watch?v=qHm9MG9xw1o
JLS,Everybody in Love,2.0,1.0,https://youtube.com/watch?v=tSryWcRD_tw
Jason Aldean,Big Green Tractor,1.0,1.0,https://youtube.com/watch?v=rv8agst9o_0
The Fray,Never Say Never,1.0,0.0,https://youtube.com/watch?v=Aihu16RyYp8
Lily Allen,The Fear,2.0,1.0,https://youtube.com/watch?v=q-wGMlSuX_c
Kings of Leon,Sex on Fire,2.0,1.0,https://youtube.com/watch?v=RF0HhrwIwp0
Drake,Best I Ever Had,2.0,1.0,https://youtube.com/watch?v=Zfp3KfYH0xA
Kelly Clarkson,Already Gone,2.0,0.0,https://youtube.com/watch?v=z082xUBdzrM
Miley Cyrus,Party In The U.S.A.,2.0,1.0,https://youtube.com/watch?v=M11SvDtPBhA
Jordin Sparks,Battlefield,1.0,1.0,https://youtube.com/watch?v=suPlYwJ3YvM
Ne-Yo,Mad,1.0,2.0,https://youtube.com/watch?v=sAYuOc7_TKg
Green Day,21 Guns,2.0,1.0,https://youtube.com/watch?v=r00ikilDxW4
Keri Hilson,Knock You Down,2.0,1.0,https://youtube.com/watch?v=p_RqWocthcc
Taylor Swift,You Belong With Me,2.0,1.0,https://youtube.com/watch?v=VuNIsY6JdUw
Shinedown,Second Chance,2.0,0.0,https://youtube.com/watch?v=WbsDPbr8qoM
Asher Roth,I Love College,2.0,1.0,https://youtube.com/watch?v=UmaTiGf5r6A
Katy Perry,Waking Up In Vegas,2.0,1.0,https://youtube.com/watch?v=1-pUaogoX5o
Kelly Clarkson,My Life Would Suck Without You,2.0,1.0,https://youtube.com/watch?v=cRM70Jw7F4M
Mumford & Sons,Little Lion Man,1.0,1.0,https://youtube.com/watch?v=lLJf9qJHR3E
The Fray,You Found Me,2.0,1.0,https://youtube.com/watch?v=jFg_8u87zT0
Bruno Mars,Just the Way You Are,2.0,1.0,https://youtube.com/watch?v=LjhCEhWiKXk
Eminem,Love The Way You Lie,2.0,1.0,https://youtube.com/watch?v=uelHwf8o7_U
Lady Gaga,Bad Romance,2.0,2.0,https://youtube.com/watch?v=qrO4YZeyl0I
Stromae,Alors on danse - Radio Edit,1.0,2.0,https://youtube.com/watch?v=p7mz4QFd-c0
Kesha,TiK ToK,2.0,2.0,https://youtube.com/watch?v=iP6XpLQM2Cs
David Guetta,Memories (feat. Kid Cudi),2.0,1.0,https://youtube.com/watch?v=NUVCQXMUVnI
Taio Cruz,Dynamite,2.0,2.0,https://youtube.com/watch?v=Vysgv7qVYTo
Rihanna,Only Girl (In The World),2.0,1.0,https://youtube.com/watch?v=pa14VNsdSYM
Katy Perry,California Gurls,2.0,1.0,https://youtube.com/watch?v=F57P9C4SAW4
Kesha,Take It Off,2.0,2.0,https://youtube.com/watch?v=edP0L6LQzZE
INNA,Hot - Play & Win Radio Version,2.0,1.0,https://youtube.com/watch?v=sJSeJfgPtK8
Far East Movement,Like A G6,2.0,2.0,https://youtube.com/watch?v=w4s6H4ku6ZY
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),2.0,1.0,https://youtube.com/watch?v=hWjrMTWXH28
Duck Sauce,Barbra Streisand - Radio Edit,2.0,1.0,https://youtube.com/watch?v=OXB-k0oJ48E
Lucenzo,Danza Kuduro (feat. Don Omar),2.0,2.0,https://youtube.com/watch?v=7zp1TbLFPp8
Rihanna,Te Amo,2.0,2.0,https://youtube.com/watch?v=Oe4Ic7fHWf8
Timbaland,Carry Out (Featuring Justin Timberlake),1.0,0.0,https://youtube.com/watch?v=NRdHsuuXxfk
DJ Fresh,Gold Dust - Radio Edit,2.0,0.0,https://youtube.com/watch?v=NtetDifgd8Y
Edward Maya,Stereo Love - Radio Edit,2.0,1.0,https://youtube.com/watch?v=USHjMEs7_9Q
Taio Cruz,Break Your Heart,2.0,1.0,https://youtube.com/watch?v=y_SI2EDM6Lo
Black Eyed Peas,Imma Be,1.0,1.0,https://youtube.com/watch?v=kdAj-dBNCi4
Sidney Samson,Riverside,2.0,0.0,https://youtube.com/watch?v=V775PPuBc7Y
Eminem,Not Afraid,2.0,2.0,https://youtube.com/watch?v=j5-yKhDd64s
Lady Gaga,Alejandro,2.0,1.0,https://youtube.com/watch?v=niqrrmev4mA
Rihanna,Rude Boy,2.0,2.0,https://youtube.com/watch?v=e82VE8UtW8A
Ne-Yo,Beautiful Monster,2.0,1.0,https://youtube.com/watch?v=2J2dwFVZHsY
3OH!3,Starstrukk,2.0,0.0,https://youtube.com/watch?v=dvf--10EYXw
Black Eyed Peas,The Time (Dirty Bit),2.0,1.0,https://youtube.com/watch?v=JwQZQygg3Lk
Kelly Rowland,Commander,2.0,1.0,https://youtube.com/watch?v=dwfKZ-1jyiw
Swedish House Mafia,One (Your Name) - Radio Edit,2.0,1.0,https://youtube.com/watch?v=sK1D1-AgXfo
Chris Brown,Deuces (feat. Tyga & Kevin McCall),2.0,0.0,https://youtube.com/watch?v=rhBwt9mw7Sk
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),2.0,1.0,https://youtube.com/watch?v=C-dvTjK_07c
Iyaz,Replay,2.0,0.0,https://youtube.com/watch?v=WXxV9g7lsFE
Flo Rida,Club Can't Handle Me (feat. David Guetta),2.0,1.0,https://youtube.com/watch?v=SgM3r8xKfGE
Sean Kingston,Eenie Meenie,1.0,2.0,https://youtube.com/watch?v=prmmCg5bKxA
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1.0,1.0,https://youtube.com/watch?v=skhxizRYxps
Tinie Tempah,Written in the Stars (feat. Eric Turner),2.0,1.0,https://youtube.com/watch?v=YgFyi74DVjc
Bruno Mars,Talking to the Moon,1.0,0.0,https://youtube.com/watch?v=fXw0jcYbqdo
Miley Cyrus,Can't Be Tamed,2.0,2.0,https://youtube.com/watch?v=sjSG6z_13-Q
Mike Posner,Cooler Than Me - Single Mix,2.0,1.0,https://youtube.com/watch?v=jJTJDrmiarY
Lady Gaga,Telephone,2.0,2.0,https://youtube.com/watch?v=EVBsypHzF3U
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),2.0,2.0,https://youtube.com/watch?v=6jfutzzyc-c
Rihanna,Hard,2.0,0.0,https://youtube.com/watch?v=Xcwd_Nz6Zog
Tinie Tempah,Pass Out,2.0,1.0,https://youtube.com/watch?v=QzvGKas5RsU
Adam Lambert,Whataya Want from Me,2.0,1.0,https://youtube.com/watch?v=X1Fqn9du7xo
Trey Songz,Bottoms Up (feat. Nicki Minaj),1.0,0.0,https://youtube.com/watch?v=ekAXPCphKXQ
Timbaland,If We Ever Meet Again (Featuring Katy Perry),1.0,1.0,https://youtube.com/watch?v=KDKva-s_khY
Enrique Iglesias,I Like It,2.0,2.0,https://youtube.com/watch?v=X9_n8jakvWU
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,2.0,1.0,https://youtube.com/watch?v=x4F6ksfBYmo
Usher,OMG (feat. will.i.am),2.0,0.0,https://youtube.com/watch?v=1RnPB76mjxI
Maroon 5,Misery,2.0,2.0,https://youtube.com/watch?v=6g6g2mvItp4
Jay Sean,Down,2.0,2.0,https://youtube.com/watch?v=oUbpGmR1-QM
Rihanna,Man Down,2.0,1.0,https://youtube.com/watch?v=sEhy-RXkNo0
3OH!3,My First Kiss (feat. Ke$ha),2.0,2.0,https://youtube.com/watch?v=AYC2FUutdKA
Justin Bieber,Baby,2.0,1.0,https://youtube.com/watch?v=kffacxfA7G4
Cali Swag District,Teach Me How to Dougie,1.0,1.0,https://youtube.com/watch?v=aZglqkCRNt8
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,2.0,1.0,https://youtube.com/watch?v=LCH1AsUydSc
K'NAAN,Wavin' Flag,2.0,2.0,https://youtube.com/watch?v=WTJSt4wP2ME
Ludacris,How Low,1.0,1.0,https://youtube.com/watch?v=ox-lfowevqA
Kesha,Blah Blah Blah (feat. 3OH!3),2.0,1.0,https://youtube.com/watch?v=3taEuL4EHAg
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2.0,0.0,https://youtube.com/watch?v=GGXzlRoNtHU
Jason Derulo,In My Head,2.0,2.0,https://youtube.com/watch?v=UyG1FG3H6rY
Aloe Blacc,I Need A Dollar,1.0,2.0,https://youtube.com/watch?v=nFZP8zQ5kzk
B.o.B,Airplanes (feat. Hayley Williams of Paramore),2.0,1.0,https://youtube.com/watch?v=kn6-c223DUU
Ludacris,My Chick Bad,2.0,2.0,https://youtube.com/watch?v=JqHliQijgvA
Nelly,Just A Dream,2.0,0.0,https://youtube.com/watch?v=N6O2ncUKvlg
Rihanna,What's My Name?,2.0,1.0,https://youtube.com/watch?v=U0CGsw6h60k
Shontelle,Impossible,1.0,1.0,https://youtube.com/watch?v=NWdrO4BoCu8
Take That,The Flood,2.0,0.0,https://youtube.com/watch?v=aCHg5r6rFoI
Trey Songz,Say Aah (feat. Fabolous),2.0,2.0,https://youtube.com/watch?v=Z__FHAG1Jk8
Jason Derulo,Whatcha Say,2.0,2.0,https://youtube.com/watch?v=pBI3lc18k8Q
Drake,Over,2.0,1.0,https://youtube.com/watch?v=2lTB1pIg1y0
Example,Kickstarts,2.0,1.0,https://youtube.com/watch?v=T9yGcKlYAiw
Plan B,She Said,1.0,2.0,https://youtube.com/watch?v=rQjh9H-ymK4
The Saturdays,Higher,2.0,1.0,https://youtube.com/watch?v=eEnz3r2F-Bw
Jay Sean,Do You Remember,2.0,2.0,https://youtube.com/watch?v=a81eP2E8MEQ
Usher,Hey Daddy (Daddy's Home),2.0,1.0,https://youtube.com/watch?v=pD8mxge6kek
Lil Wayne,Right Above It,2.0,1.0,https://youtube.com/watch?v=oUvMv_MxMxQ
The Wanted,All Time Low,1.0,2.0,https://youtube.com/watch?v=4oPddS8HujA
Kesha,Your Love Is My Drug,1.0,2.0,https://youtube.com/watch?v=QR_qa3Ohwls
Ellie Goulding,Starry Eyed,2.0,1.0,https://youtube.com/watch?v=fBf2v4mLM8k
Drake,Find Your Love,1.0,2.0,https://youtube.com/watch?v=Xyv4Bjja8yc
Jason Derulo,Ridin' Solo,2.0,1.0,https://youtube.com/watch?v=8ESdn0MuJWQ
Two Door Cinema Club,What You Know,2.0,2.0,https://youtube.com/watch?v=YXwYJyrKK5A
JAY-Z,Young Forever,2.0,0.0,https://youtube.com/watch?v=Kzq15y2J4UM
Young Money,BedRock,1.0,1.0,https://youtube.com/watch?v=Ha80ZaecGkQ
B.o.B,Nothin' on You (feat. Bruno Mars),2.0,2.0,https://youtube.com/watch?v=8PTDv_szmL0
Katy Perry,Teenage Dream,2.0,1.0,https://youtube.com/watch?v=98WtmW-lfeE
Scouting For Girls,This Ain't a Love Song,2.0,1.0,https://youtube.com/watch?v=UAYJgTdZRw0
Travie McCoy,Billionaire (feat. Bruno Mars),2.0,1.0,https://youtube.com/watch?v=8aRor905cCw
Owl City,Fireflies,1.0,1.0,https://youtube.com/watch?v=psuRGfAaju4
Alicia Keys,Empire State of Mind (Part II) Broken Down,1.0,0.0,https://youtube.com/watch?v=_W44NZvHc9I
Lady A,Need You Now,2.0,0.0,https://youtube.com/watch?v=eM213aMKTHg
Taylor Swift,Back To December,2.0,0.0,https://youtube.com/watch?v=QUwxKWT6m7U
Neon Trees,Animal,2.0,2.0,https://youtube.com/watch?v=gM7Hlg75Mlo
Kris Allen,Live Like We're Dying,2.0,2.0,https://youtube.com/watch?v=YbfeSImDntw
Matt Cardle,When We Collide,2.0,1.0,https://youtube.com/watch?v=-Hri715W56I
Robyn,Dancing On My Own,2.0,0.0,https://youtube.com/watch?v=CcNo07Xp8aQ
The Band Perry,If I Die Young,1.0,1.0,https://youtube.com/watch?v=7NJqUN9TClM
B.o.B,Magic (feat. Rivers Cuomo),2.0,2.0,https://youtube.com/watch?v=Cq-NShfefks
Adele,Rolling in the Deep,2.0,1.0,https://youtube.com/watch?v=rYEDA3JcQqw
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2.0,1.0,https://youtube.com/watch?v=f1ARsPtlNkE
LMFAO,Party Rock Anthem,2.0,1.0,https://youtube.com/watch?v=KQ6zr6kCPj8
Katy Perry,Firework,2.0,1.0,https://youtube.com/watch?v=QGJuMBdaqIw
Bruno Mars,Grenade,1.0,0.0,https://youtube.com/watch?v=SR6iYWJxHqs
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),2.0,2.0,https://youtube.com/watch?v=LefQdEMJP1I
Alexandra Stan,Mr. Saxobeat,2.0,2.0,https://youtube.com/watch?v=nwsewSMWIas
David Guetta,Who's That Chick? (feat. Rihanna),1.0,2.0,https://youtube.com/watch?v=EAc4zHEDd7o
Jennifer Lopez,On The Floor,2.0,1.0,https://youtube.com/watch?v=t4H_Zoh7G5A
Rihanna,S&M,2.0,2.0,https://youtube.com/watch?v=KdS6HFQ_LUc
Kesha,Blow,2.0,2.0,https://youtube.com/watch?v=CFWX0hWCbng
Snoop Dogg,Sweat - Remix,2.0,2.0,https://youtube.com/watch?v=LczzNAjqhFs
Taio Cruz,Higher,2.0,2.0,https://youtube.com/watch?v=FrK6N4db-ik
Usher,More - RedOne Jimmy Joker Remix,2.0,2.0,https://youtube.com/watch?v=yeNkkBof_Nc
Example,Changed the Way You Kiss Me - Radio Edit,2.0,0.0,https://youtube.com/watch?v=CLXt3yh2g0s
Black Eyed Peas,Just Can’t Get Enough,1.0,0.0,https://youtube.com/watch?v=OrTyD7rjBpw
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2.0,1.0,https://youtube.com/watch?v=p4kVWCSzfK4
Lykke Li,I Follow Rivers - The Magician Remix,2.0,0.0,https://youtube.com/watch?v=oS6wfWu0JvA
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2.0,1.0,https://youtube.com/watch?v=EPo5wWmKEaI
Selena Gomez & The Scene,Love You Like A Love Song,2.0,2.0,https://youtube.com/watch?v=EgT_us6AsDg
Wiz Khalifa,Black and Yellow,2.0,1.0,https://youtube.com/watch?v=nWAGLkyxQG0
Katy Perry,E.T.,2.0,2.0,https://youtube.com/watch?v=t5Sd5c4o9UM
Britney Spears,I Wanna Go,1.0,2.0,https://youtube.com/watch?v=T-sxSd1uwoU
